,target,utterance
2363,about_the_bot__as_product__how2acquire,Are you selling this service?
2364,about_the_bot__as_product__how2acquire,how much does this VA technology cost?
2365,about_the_bot__as_product__how2acquire,I know the company that would be a perfect fit for what rita is looking for.
2366,about_the_bot__as_product__how2acquire,Can you provide me with rita's details?
2367,about_the_bot__as_product__how2acquire,I think I know someone I can introduce to rita.
2368,about_the_bot__as_product__how2acquire,is rita on linkedin?
2369,about_the_bot__as_product__how2acquire,How much does it cost to buy a system like this?
2370,about_the_bot__as_product__how2acquire,I can referr her to a friend of mine who works in NLP.
2371,about_the_bot__as_product__how2acquire,Can you provide me with rita's contact information?
2372,about_the_bot__as_product__how2acquire,how can I contact the person behind this initiative?
2373,about_the_bot__as_product__how2acquire,can I talk to rita under four eyes?
2374,about_the_bot__as_product__how2acquire,Do you think it's worth selling your services?
2375,about_the_bot__as_product__how2acquire,How can I contact Rita?
2376,about_the_bot__as_product__how2acquire,What are your salary expectations?
2377,about_the_bot__as_product__how2acquire,how can I get in tocuh with her?
2378,about_the_bot__as_product__how2acquire,Is this free software?
2379,about_the_bot__as_product__how2acquire,I know someone who would be very happy to meet rita.
2380,about_the_bot__as_product__how2acquire,do you offer the code for free?
2381,about_the_bot__as_product__how2acquire,can you tell rita something for me?
2382,about_the_bot__as_product__how2acquire,can you make me a bot like this one?
2383,about_the_bot__as_product__how2acquire,I want to hire Rita! 
2384,about_the_bot__as_product__how2acquire,How am I supposed to monetise you?
2385,about_the_bot__as_product__how2acquire,I want rita to design me a chatbot like this.
2386,about_the_bot__as_product__how2use,what happens next?
2387,about_the_bot__as_product__how2use,You don't seem to understand anything I write.
2388,about_the_bot__as_product__how2use,how much input do you accept?
2389,about_the_bot__as_product__how2use,can I write in whole paragraphs?
2390,about_the_bot__as_product__how2use,did you just completely ignore what I asked?
2391,about_the_bot__as_product__how2use,what is your preferred way of being addressed?
2392,about_the_bot__as_product__how2use,does the relative position work best?
2393,about_the_bot__as_product__how2use,does this still work?
2394,about_the_bot__as_product__how2use,üoupgfzid
2395,about_the_bot__as_product__how2use,"Listen, that's not what I needed to know!"
2396,about_the_bot__as_product__how2use,do you accept very long sentences?
2397,about_the_bot__as_product__how2use,ivsiöohJKVL
2398,about_the_bot__as_product__how2use,dsgsg
2399,about_the_bot__as_product__how2use,<yx
2400,about_the_bot__as_product__how2use,rtz
2401,about_the_bot__as_product__how2use,"you don't have the slightest idea of what I am talking about, do you?"
2402,about_the_bot__as_product__how2use,what the fuck are you talking about.
2403,about_the_bot__as_product__how2use,what are you saying with pliability?
2404,about_the_bot__as_product__how2use,does this work?
2405,about_the_bot__as_product__how2use,and ritas?
2406,about_the_bot__as_product__how2use,"I don't know nothing about that, can you tell me more?"
2407,about_the_bot__as_product__how2use,this is not working the way it's supposed to 
2408,about_the_bot__as_product__how2use,how old are you?
2409,about_the_bot__as_product__how2use,What kind of questions can you answer?
2410,about_the_bot__as_product__how2use,will this stop anytime soon?
2411,about_the_bot__as_product__how2use,did you ignore what I just said?
2412,about_the_bot__as_product__how2use,is there a particular way in which I can write to obtain more info on rita?
2413,about_the_bot__as_product__how2use,lzudjyrt
2414,about_the_bot__as_product__how2use,how should I speak to you for you to understand me?
2415,about_the_bot__as_product__how2use,I thinks this won't work.
2416,about_the_bot__as_product__how2use,How does this work?
2417,about_the_bot__as_product__how2use,"you are pretty dumb, you don't understand much."
2418,about_the_bot__as_product__how2use,you workin?
2419,about_the_bot__as_product__how2use,ntarn
2420,about_the_bot__as_product__how2use,werddfg
2421,about_the_bot__as_product__how2use,i didisod B*Sd 
2422,about_the_bot__as_product__how2use,keras?
2423,about_the_bot__as_product__how2use,iop
2424,about_the_bot__as_product__how2use,"If the significant dimension of language is hidden, man condemns? himself to adaptation?"
2425,about_the_bot__as_product__how2use,what does that have to do with anything?
2426,about_the_bot__as_product__how2use,I want to chat to you in a way you'll get my meaning.
2427,about_the_bot__as_product__how2use,asfsaf
2428,about_the_bot__as_product__how2use,heya
2429,about_the_bot__as_product__how2use,dfg
2430,about_the_bot__as_product__how2use,I need to pee
2431,about_the_bot__as_product__how2use,how to control this?
2432,about_the_bot__as_product__how2use,that has nothing to do with what I asked
2433,about_the_bot__as_product__how2use,do you copy?
2434,about_the_bot__as_product__how2use,are you even listening to what I am saying?
2435,about_the_bot__as_product__how2use,ass
2436,about_the_bot__as_product__how2use,what time is it?
2437,about_the_bot__as_product__how2use,What information can I ask about?
2438,about_the_bot__as_product__how2use,what now?
2439,about_the_bot__as_product__how2use,dress
2440,about_the_bot__as_product__how2use,is this going to work if I ask stupid questions?
2441,about_the_bot__as_product__how2use,what is this about?
2442,about_the_bot__as_product__how2use,Madrid
2443,about_the_bot__as_product__how2use,äpih
2444,about_the_bot__as_product__how2use,asd
2445,about_the_bot__as_product__how2use,You're have no clue of what I am talking about.
2446,about_the_bot__as_product__how2use,how is that in any way relevant to what I asked?
2447,about_the_bot__as_product__how2use,"please, I need some guidance as to how to write to you."
2448,about_the_bot__as_product__how2use,do you have some initial advice for those who want to find out as much about rita as possible?
2449,about_the_bot__as_product__suggestion,she should have employed the techniques of a conversation designer to make you properly.
2450,about_the_bot__as_product__suggestion,she should do another ML bootcamp.
2451,about_the_bot__as_product__suggestion,I would recommend her to be more careful next time she chooses to join a company.
2452,about_the_bot__as_product__suggestion,I would advise rita to take life less seriously.
2453,about_the_bot__as_product__suggestion,has she tried learning japanese?
2454,about_the_bot__as_product__suggestion,has she tried jumping of a cliff?
2455,about_the_bot__as_product__suggestion,I think she should consider going back to university.
2456,about_the_bot__as_product__suggestion,she should shave her hear. 
2457,about_the_bot__as_product__suggestion,she should travel more.
2458,about_the_bot__as_product__suggestion,she should do more and think less.
2459,about_the_bot__as_product__suggestion,she should add a cooler design to her chatbot.
2460,about_the_bot__as_product__suggestion,has rita tried building a chatbot with dialoglow? it's so much easier!
2461,about_the_bot__as_product__suggestion,I would seriously recommend her to just translate and leave the building of chatbots to the experts.
2462,about_the_bot__as_product__suggestion,rita should improve your performance significantly before showing you off.
2463,about_the_bot__as_product__suggestion,she should put a different picture on the background.
2464,about_the_bot__as_product__suggestion,has she ever thought of the difference good seo would make for her site?
2465,about_the_bot__as_product__suggestion,she should change her profile picture.
2466,about_the_bot__as_product__suggestion,she really should consider another way of promoting herself.
2467,about_the_bot__as_product__suggestion,I would advise her to stick to writing.
2468,about_the_bot__as_product__suggestion,does she want to partner up with me to build a cool ML algorythm?
2469,about_the_bot__as_product__suggestion,she should become a botanist next.
2470,about_the_bot__as_product__suggestion,"for her next project, I would advise rita to use a different type of technology."
2471,about_the_bot__as_product__suggestion,"Rita, it's possible to make one context in the conversation with you "
2472,about_the_bot__as_product__suggestion,I want to make rita a deal.
